Fecha;Tipo de Empleado;Departamento;Razon de Salida;Estado de Dedicacion;Nivel de Educacion;Ubicacion;Nivel de Antiguedad;Edad;Años en la Empresa;Salario Anual (USD);Horas Trabajadas por Semana;Tasa de Rotacion (%);Evaluacion de Desempeño (0-5);Tiempo de Capacitacion (horas)
15/7/2024;Product Owner;Consultoria;Renuncia;Promedio;Otros;Sucursal 1;Senior;34;4;34842;41;5,6837;4,97;113
16/7/2024;Gerente de Proyecto;Ventas;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Junior;24;7;84407;49;3,0022;4,88;144
17/7/2024;Tester;Recursos Humanos;Jubilacion;Promedio;Tecnico;Sucursal 1;Junior;65;1;89471;37;3,3304;2,67;156
18/7/2024;Ingeniero de Software;Ventas;Condiciones Laborales;Alto;Doctorado;Oficina Principal;Senior;61;2;103934;44;2,6539;2,65;155
19/7/2024;Analista de Datos;Recursos Humanos;Jubilacion;Alto;Doctorado;Sucursal 1;Semi Senior;65;5;67510;37;4,4550;4,72;110
20/7/2024;Desarrollador;Operaciones;Renuncia;Bajo;Tecnico;Oficina Principal;Director;61;2;47543;48;3,1619;4,34;193
21/7/2024;Ingeniero de Software;Marketing;Despido;Alto;Otros;Oficina Principal;Lider;56;4;40867;42;5,5983;1,59;83
22/7/2024;Ingeniero de Software;Ventas;Falta de Oportunidades;Bajo;Tecnico;Remoto;Director;39;1;56296;40;8,0921;2,32;124
23/7/2024;Analista de Datos;Desarrollo;Despido;Bajo;Tecnico;Oficina Principal;Lider;35;9;66621;35;2,4356;4,48;82
24/7/2024;Analista de Datos;Desarrollo;Falta de Oportunidades;Promedio;Otros;Oficina Principal;Lider;46;8;53903;48;8,4103;3,77;103
25/7/2024;Analista de Datos;Desarrollo;Cambio de Sector;Promedio;Licenciatura;Remoto;Lider;49;7;93036;48;7,8478;4,06;163
26/7/2024;Gerente de Proyecto;Desarrollo;Jubilacion;Promedio;Tecnico;Oficina Principal;Junior;65;8;58308;41;1,2590;1,87;36
27/7/2024;UI/UX Designer;Soporte;Condiciones Laborales;Bajo;Tecnico;Remoto;Director;26;5;37096;43;2,5394;3,03;25
28/7/2024;Ingeniero de Software;Ventas;Falta de Oportunidades;Promedio;Licenciatura;Sucursal 1;Senior;54;1;49982;41;8,6753;4,13;102
29/7/2024;Gerente de Proyecto;Operaciones;Condiciones Laborales;Alto;Otros;Oficina Principal;Senior;38;6;108098;47;5,6868;2,24;58
30/7/2024;Product Owner;Ventas;Falta de Oportunidades;Alto;Licenciatura;Remoto;Junior;31;2;88171;42;8,1947;2,24;124
31/7/2024;UI/UX Designer;Marketing;Despido;Promedio;Doctorado;Oficina Principal;Lider;57;6;111682;47;2,8825;2,11;27
1/8/2024;Tester;Soporte;Cambio de Sector;Alto;Tecnico;Sucursal 1;Director;64;7;101721;38;9,4531;2,19;136
2/8/2024;Ingeniero de Software;Marketing;Despido;Alto;Doctorado;Remoto;Senior;26;5;44360;47;9,5508;1,07;174
3/8/2024;Product Owner;Desarrollo;Despido;Bajo;Doctorado;Remoto;Semi Senior;51;4;80468;35;5,3178;2,97;152
4/8/2024;Desarrollador;Recursos Humanos;Falta de Oportunidades;Promedio;Doctorado;Oficina Principal;Lider;62;2;105487;48;3,5971;4,48;180
5/8/2024;Product Owner;Recursos Humanos;Jubilacion;Promedio;Tecnico;Oficina Principal;Semi Senior;65;4;58400;46;6,3876;3,27;35
6/8/2024;Tester;Soporte;Falta de Oportunidades;Bajo;Master;Sucursal 1;Senior;55;7;53823;44;6,4375;1,01;131
7/8/2024;UI/UX Designer;Ventas;Despido;Promedio;Tecnico;Oficina Principal;Lider;28;8;111800;40;7,7748;3,90;61
8/8/2024;Gerente de Proyecto;Soporte;Falta de Oportunidades;Alto;Doctorado;Remoto;Semi Senior;64;6;88310;49;1,4485;3,73;137
9/8/2024;Desarrollador;Marketing;Falta de Oportunidades;Alto;Master;Remoto;Senior;50;9;61909;42;5,8604;4,92;79
10/8/2024;Gerente de Proyecto;Soporte;Renuncia;Promedio;Licenciatura;Remoto;Semi Senior;41;7;107641;40;1,3411;2,85;23
11/8/2024;Product Owner;Desarrollo;Cambio de Sector;Alto;Tecnico;Remoto;Junior;42;5;90746;41;1,7054;3,52;44
12/8/2024;Product Owner;Soporte;Condiciones Laborales;Alto;Doctorado;Remoto;Director;26;5;26270;37;2,9317;2,85;105
13/8/2024;Desarrollador;Ventas;Falta de Oportunidades;Promedio;Otros;Remoto;Junior;40;4;98868;41;6,3142;1,01;69
14/8/2024;Analista de Datos;Soporte;Jubilacion;Bajo;Doctorado;Sucursal 1;Semi Senior;65;4;39792;49;3,9990;1,84;183
15/8/2024;Tester;Soporte;Falta de Oportunidades;Bajo;Doctorado;Remoto;Director;58;8;42739;38;6,1186;4,03;164
16/8/2024;Analista de Datos;Marketing;Jubilacion;Alto;Otros;Remoto;Senior;65;8;64790;41;8,0974;4,22;175
17/8/2024;Product Owner;Marketing;Falta de Oportunidades;Bajo;Tecnico;Oficina Principal;Semi Senior;51;5;79566;37;3,4245;2,75;81
18/8/2024;Gerente de Proyecto;Consultoria;Condiciones Laborales;Alto;Licenciatura;Oficina Principal;Junior;48;1;101026;36;7,8733;4,41;189
19/8/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Alto;Otros;Remoto;Director;65;3;118493;44;1,4440;2,46;192
20/8/2024;Gerente de Proyecto;Soporte;Renuncia;Bajo;Master;Oficina Principal;Senior;30;6;92141;39;6,3182;2,06;122
21/8/2024;Tester;Marketing;Condiciones Laborales;Alto;Licenciatura;Oficina Principal;Semi Senior;60;6;33231;43;6,7042;2,39;161
22/8/2024;Desarrollador;Consultoria;Falta de Oportunidades;Promedio;Doctorado;Remoto;Junior;50;3;59549;36;1,2595;3,80;179
23/8/2024;UI/UX Designer;Desarrollo;Cambio de Sector;Bajo;Licenciatura;Remoto;Lider;64;2;56390;49;8,6936;4,64;62
24/8/2024;Product Owner;Ventas;Condiciones Laborales;Bajo;Otros;Sucursal 1;Senior;36;6;67036;46;6,3524;1,30;178
25/8/2024;UI/UX Designer;Soporte;Despido;Bajo;Otros;Remoto;Director;56;9;82521;43;2,5030;1,47;39
26/8/2024;Desarrollador;Marketing;Condiciones Laborales;Bajo;Licenciatura;Remoto;Semi Senior;35;9;48430;48;6,5491;1,80;137
27/8/2024;Desarrollador;Soporte;Condiciones Laborales;Bajo;Tecnico;Remoto;Semi Senior;33;5;104975;48;7,6577;1,59;88
28/8/2024;Gerente de Proyecto;Consultoria;Renuncia;Bajo;Otros;Oficina Principal;Junior;32;1;89418;40;8,2626;2,91;55
29/8/2024;Product Owner;Consultoria;Jubilacion;Alto;Master;Oficina Principal;Senior;65;6;95723;43;4,3752;3,01;182
30/8/2024;UI/UX Designer;Ventas;Falta de Oportunidades;Alto;Licenciatura;Oficina Principal;Director;62;8;41601;46;5,6492;1,98;110
31/8/2024;Analista de Datos;Desarrollo;Falta de Oportunidades;Promedio;Tecnico;Oficina Principal;Director;57;7;109072;41;7,9294;4,63;48
1/9/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Bajo;Master;Sucursal 1;Semi Senior;52;9;83009;40;9,6601;4,65;66
2/9/2024;Desarrollador;Consultoria;Despido;Alto;Licenciatura;Oficina Principal;Lider;41;3;30719;48;3,2947;1,06;69
3/9/2024;UI/UX Designer;Soporte;Despido;Bajo;Otros;Sucursal 1;Lider;47;1;111485;36;6,0392;3,03;197
4/9/2024;Product Owner;Consultoria;Jubilacion;Alto;Otros;Remoto;Senior;65;4;64921;42;4,4834;2,36;116
5/9/2024;Desarrollador;Ventas;Falta de Oportunidades;Bajo;Doctorado;Remoto;Senior;30;6;28524;48;3,8818;3,81;64
6/9/2024;Product Owner;Consultoria;Renuncia;Bajo;Master;Remoto;Director;32;1;89875;35;6,8602;1,14;180
7/9/2024;Desarrollador;Ventas;Condiciones Laborales;Promedio;Doctorado;Oficina Principal;Semi Senior;63;5;58142;42;9,6712;1,83;150
8/9/2024;Desarrollador;Operaciones;Jubilacion;Promedio;Otros;Oficina Principal;Lider;65;7;88148;43;8,5108;3,92;97
9/9/2024;UI/UX Designer;Recursos Humanos;Condiciones Laborales;Alto;Master;Remoto;Semi Senior;44;9;86175;39;3,7919;2,10;64
10/9/2024;Desarrollador;Ventas;Despido;Bajo;Master;Sucursal 1;Semi Senior;58;1;103148;35;4,3804;1,69;138
11/9/2024;Analista de Datos;Marketing;Renuncia;Promedio;Doctorado;Sucursal 1;Semi Senior;64;5;25660;45;5,6932;3,33;109
12/9/2024;Analista de Datos;Desarrollo;Jubilacion;Promedio;Otros;Oficina Principal;Junior;65;8;69529;38;1,2370;3,27;15
13/9/2024;UI/UX Designer;Ventas;Despido;Bajo;Tecnico;Remoto;Semi Senior;42;9;34358;39;2,0685;2,68;124
14/9/2024;Analista de Datos;Operaciones;Jubilacion;Promedio;Licenciatura;Remoto;Lider;65;9;96603;35;9,9668;4,66;197
15/9/2024;Gerente de Proyecto;Soporte;Jubilacion;Promedio;Otros;Sucursal 1;Director;65;9;38693;39;7,1157;4,31;145
16/9/2024;Tester;Ventas;Jubilacion;Bajo;Licenciatura;Sucursal 1;Junior;65;3;48594;45;8,0678;1,16;155
17/9/2024;Gerente de Proyecto;Recursos Humanos;Despido;Promedio;Doctorado;Remoto;Junior;38;6;117201;46;4,0682;1,51;153
18/9/2024;Desarrollador;Ventas;Renuncia;Promedio;Doctorado;Remoto;Semi Senior;57;7;97456;41;9,6144;1,41;78
19/9/2024;Tester;Marketing;Condiciones Laborales;Promedio;Otros;Sucursal 1;Lider;38;7;65036;47;4,4504;1,69;157
20/9/2024;Desarrollador;Desarrollo;Condiciones Laborales;Alto;Tecnico;Remoto;Junior;54;9;116187;40;1,1940;2,03;188
21/9/2024;UI/UX Designer;Recursos Humanos;Renuncia;Alto;Otros;Remoto;Junior;47;9;47760;41;8,8650;1,58;37
22/9/2024;UI/UX Designer;Marketing;Cambio de Sector;Alto;Tecnico;Oficina Principal;Lider;24;7;38056;41;6,9384;1,72;101
23/9/2024;Ingeniero de Software;Desarrollo;Cambio de Sector;Bajo;Master;Oficina Principal;Director;50;9;72627;39;8,3225;3,62;174
24/9/2024;Desarrollador;Soporte;Condiciones Laborales;Promedio;Master;Oficina Principal;Lider;55;3;77193;36;9,0129;3,91;17
25/9/2024;Product Owner;Soporte;Renuncia;Alto;Licenciatura;Remoto;Director;37;8;80591;40;7,4100;1,31;116
26/9/2024;Desarrollador;Soporte;Jubilacion;Alto;Doctorado;Remoto;Semi Senior;65;3;77530;42;9,0538;3,02;145
27/9/2024;UI/UX Designer;Consultoria;Condiciones Laborales;Promedio;Tecnico;Oficina Principal;Semi Senior;62;4;38385;35;7,8076;4,03;101
28/9/2024;Ingeniero de Software;Consultoria;Condiciones Laborales;Alto;Master;Sucursal 1;Semi Senior;48;8;94382;46;2,0090;1,86;132
29/9/2024;Product Owner;Soporte;Jubilacion;Alto;Tecnico;Remoto;Junior;65;3;49634;49;2,0262;3,34;29
30/9/2024;Desarrollador;Marketing;Cambio de Sector;Promedio;Licenciatura;Sucursal 1;Senior;56;5;79584;42;6,7783;2,88;144
1/10/2024;Desarrollador;Recursos Humanos;Cambio de Sector;Bajo;Tecnico;Oficina Principal;Junior;46;3;41570;37;7,5715;1,33;125
2/10/2024;Product Owner;Ventas;Cambio de Sector;Alto;Tecnico;Sucursal 1;Semi Senior;33;1;39669;42;4,2748;1,12;117
3/10/2024;Ingeniero de Software;Operaciones;Despido;Promedio;Doctorado;Oficina Principal;Semi Senior;37;8;113548;36;4,9741;4,13;17
4/10/2024;Analista de Datos;Desarrollo;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Junior;39;9;92884;38;7,6804;4,08;33
5/10/2024;Product Owner;Soporte;Falta de Oportunidades;Bajo;Doctorado;Remoto;Senior;25;4;78879;37;2,3029;1,87;133
6/10/2024;Desarrollador;Recursos Humanos;Despido;Promedio;Tecnico;Oficina Principal;Lider;44;4;77197;49;6,0640;2,07;113
7/10/2024;UI/UX Designer;Recursos Humanos;Cambio de Sector;Promedio;Otros;Remoto;Junior;54;6;43089;42;9,4708;3,22;184
8/10/2024;UI/UX Designer;Consultoria;Renuncia;Promedio;Master;Sucursal 1;Junior;63;8;104690;46;2,9332;4,96;166
9/10/2024;Desarrollador;Ventas;Jubilacion;Promedio;Master;Oficina Principal;Senior;65;1;28609;36;7,7441;2,83;165
10/10/2024;Tester;Ventas;Renuncia;Bajo;Otros;Oficina Principal;Lider;23;8;60772;39;9,1659;3,23;184
11/10/2024;Tester;Consultoria;Renuncia;Bajo;Tecnico;Oficina Principal;Lider;52;9;50514;41;6,5548;3,15;162
12/10/2024;Gerente de Proyecto;Operaciones;Despido;Bajo;Licenciatura;Oficina Principal;Junior;55;5;57771;40;9,1863;3,69;101
13/10/2024;UI/UX Designer;Ventas;Cambio de Sector;Promedio;Tecnico;Sucursal 1;Junior;31;8;30074;49;9,4952;3,07;173
14/10/2024;Analista de Datos;Operaciones;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Director;29;4;87982;49;6,3933;1,42;112
15/10/2024;UI/UX Designer;Soporte;Falta de Oportunidades;Promedio;Tecnico;Sucursal 1;Lider;54;2;28806;46;6,1501;2,39;55
16/10/2024;UI/UX Designer;Marketing;Jubilacion;Promedio;Otros;Sucursal 1;Senior;65;9;41593;43;9,1438;2,65;36
17/10/2024;UI/UX Designer;Consultoria;Cambio de Sector;Promedio;Doctorado;Sucursal 1;Junior;57;1;94199;38;8,3696;1,41;38
18/10/2024;UI/UX Designer;Operaciones;Cambio de Sector;Promedio;Master;Remoto;Lider;41;7;43525;43;6,8379;4,84;24
19/10/2024;Tester;Recursos Humanos;Renuncia;Promedio;Doctorado;Oficina Principal;Senior;60;6;85356;41;9,6543;2,25;183
20/10/2024;Gerente de Proyecto;Recursos Humanos;Renuncia;Alto;Licenciatura;Remoto;Lider;41;2;53133;36;1,7605;1,27;132
21/10/2024;Gerente de Proyecto;Ventas;Condiciones Laborales;Promedio;Doctorado;Remoto;Junior;31;3;94929;36;9,8935;2,22;182
22/10/2024;Analista de Datos;Marketing;Jubilacion;Bajo;Doctorado;Sucursal 1;Semi Senior;65;3;74294;45;7,7047;2,04;133
23/10/2024;UI/UX Designer;Ventas;Jubilacion;Alto;Doctorado;Remoto;Lider;65;2;53245;38;3,3369;2,86;97
24/10/2024;Desarrollador;Soporte;Condiciones Laborales;Bajo;Tecnico;Remoto;Lider;25;7;39691;46;7,3178;4,18;192
25/10/2024;Ingeniero de Software;Desarrollo;Jubilacion;Bajo;Otros;Sucursal 1;Semi Senior;65;9;80020;35;2,7124;1,40;182
26/10/2024;Ingeniero de Software;Operaciones;Condiciones Laborales;Bajo;Doctorado;Remoto;Junior;38;5;48928;45;9,4855;4,47;91
27/10/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Bajo;Doctorado;Oficina Principal;Lider;65;3;95366;40;9,2868;4,15;84
28/10/2024;Desarrollador;Recursos Humanos;Jubilacion;Bajo;Otros;Oficina Principal;Junior;65;4;102785;41;6,0490;1,38;181
29/10/2024;Tester;Ventas;Condiciones Laborales;Promedio;Doctorado;Sucursal 1;Lider;47;7;75769;49;6,3392;2,92;38
30/10/2024;Ingeniero de Software;Marketing;Cambio de Sector;Promedio;Licenciatura;Remoto;Director;30;4;46598;46;4,4418;4,56;62
31/10/2024;Analista de Datos;Desarrollo;Despido;Promedio;Otros;Oficina Principal;Senior;49;5;28151;47;2,1029;3,32;14
1/11/2024;Analista de Datos;Recursos Humanos;Falta de Oportunidades;Alto;Tecnico;Sucursal 1;Director;27;7;64756;43;3,1948;2,53;142
2/11/2024;Ingeniero de Software;Marketing;Falta de Oportunidades;Promedio;Master;Remoto;Semi Senior;45;3;79035;42;7,7682;2,35;131
3/11/2024;Desarrollador;Consultoria;Cambio de Sector;Alto;Doctorado;Remoto;Semi Senior;36;5;78045;48;2,7139;3,63;166
4/11/2024;Ingeniero de Software;Recursos Humanos;Falta de Oportunidades;Alto;Doctorado;Sucursal 1;Junior;60;4;78001;44;5,1174;2,61;163
5/11/2024;Tester;Desarrollo;Falta de Oportunidades;Alto;Doctorado;Sucursal 1;Junior;65;3;38278;42;1,0470;2,58;187
6/11/2024;Tester;Marketing;Despido;Bajo;Tecnico;Oficina Principal;Junior;40;4;112232;39;8,6111;4,24;190
7/11/2024;Tester;Desarrollo;Renuncia;Promedio;Licenciatura;Remoto;Semi Senior;43;9;55618;36;1,9480;2,85;137
8/11/2024;UI/UX Designer;Consultoria;Jubilacion;Bajo;Otros;Oficina Principal;Junior;65;6;43026;44;5,4722;1,31;11
9/11/2024;Analista de Datos;Desarrollo;Renuncia;Alto;Tecnico;Sucursal 1;Director;47;3;113943;48;1,6929;3,74;72
10/11/2024;Ingeniero de Software;Operaciones;Despido;Alto;Master;Oficina Principal;Semi Senior;34;3;114913;39;2,3450;3,02;61
11/11/2024;Desarrollador;Operaciones;Falta de Oportunidades;Bajo;Licenciatura;Remoto;Junior;44;2;82534;45;6,3464;3,00;35
12/11/2024;Gerente de Proyecto;Operaciones;Renuncia;Promedio;Licenciatura;Oficina Principal;Senior;37;7;62525;48;3,3574;4,60;171
13/11/2024;Product Owner;Desarrollo;Renuncia;Promedio;Doctorado;Sucursal 1;Director;34;8;48787;48;9,7639;1,72;102
14/11/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Promedio;Licenciatura;Sucursal 1;Director;65;7;29639;35;9,8583;1,05;88
15/11/2024;Analista de Datos;Desarrollo;Condiciones Laborales;Promedio;Doctorado;Remoto;Lider;42;6;68291;41;7,7770;2,77;70
16/11/2024;Gerente de Proyecto;Desarrollo;Jubilacion;Promedio;Master;Oficina Principal;Junior;65;4;25034;46;6,2139;3,54;176
17/11/2024;Ingeniero de Software;Consultoria;Despido;Alto;Master;Remoto;Junior;57;1;41559;42;9,7991;4,72;29
18/11/2024;Desarrollador;Desarrollo;Jubilacion;Bajo;Master;Oficina Principal;Lider;65;7;54814;36;5,4595;1,99;61
19/11/2024;Ingeniero de Software;Operaciones;Cambio de Sector;Bajo;Otros;Remoto;Lider;25;3;86653;47;4,6668;3,43;105
20/11/2024;Product Owner;Ventas;Renuncia;Promedio;Otros;Oficina Principal;Senior;30;7;99928;38;9,4160;3,87;86
21/11/2024;Desarrollador;Ventas;Renuncia;Promedio;Doctorado;Oficina Principal;Semi Senior;26;8;66679;48;4,7958;3,22;186
22/11/2024;Tester;Consultoria;Despido;Promedio;Licenciatura;Oficina Principal;Director;29;1;74384;41;1,4589;4,77;159
23/11/2024;Ingeniero de Software;Ventas;Despido;Bajo;Otros;Oficina Principal;Senior;64;6;75954;46;3,6174;4,61;181
24/11/2024;Ingeniero de Software;Desarrollo;Jubilacion;Alto;Tecnico;Oficina Principal;Director;65;4;82840;48;5,6380;4,31;161
25/11/2024;Desarrollador;Ventas;Jubilacion;Alto;Master;Sucursal 1;Semi Senior;65;9;28525;38;1,3710;3,99;171
26/11/2024;Gerente de Proyecto;Ventas;Renuncia;Alto;Tecnico;Oficina Principal;Lider;52;4;91909;44;2,4990;4,06;135
27/11/2024;Tester;Marketing;Despido;Alto;Licenciatura;Oficina Principal;Director;60;5;64792;49;2,3108;2,90;110
28/11/2024;Ingeniero de Software;Recursos Humanos;Renuncia;Bajo;Doctorado;Sucursal 1;Director;53;8;45881;39;1,8102;1,69;96
29/11/2024;Analista de Datos;Recursos Humanos;Cambio de Sector;Bajo;Tecnico;Sucursal 1;Semi Senior;58;7;41602;47;4,4489;3,14;121
30/11/2024;Tester;Desarrollo;Jubilacion;Promedio;Licenciatura;Sucursal 1;Lider;65;2;67105;44;4,0141;2,03;49
1/12/2024;Ingeniero de Software;Marketing;Cambio de Sector;Bajo;Doctorado;Oficina Principal;Lider;61;8;64806;45;9,7255;3,58;156
2/12/2024;Ingeniero de Software;Consultoria;Despido;Alto;Doctorado;Remoto;Director;23;7;101700;37;7,5488;2,25;187
3/12/2024;UI/UX Designer;Recursos Humanos;Cambio de Sector;Promedio;Otros;Sucursal 1;Senior;41;5;62261;41;5,6972;4,84;187
4/12/2024;Analista de Datos;Marketing;Jubilacion;Alto;Otros;Oficina Principal;Senior;65;3;85801;44;1,4076;4,23;127
5/12/2024;Tester;Marketing;Renuncia;Bajo;Tecnico;Sucursal 1;Director;56;2;91962;39;2,1648;2,72;19
6/12/2024;Gerente de Proyecto;Consultoria;Renuncia;Promedio;Tecnico;Oficina Principal;Director;26;8;50148;46;2,0422;1,73;163
7/12/2024;Tester;Ventas;Condiciones Laborales;Promedio;Master;Sucursal 1;Director;24;5;114033;40;2,7899;2,91;160
8/12/2024;Analista de Datos;Operaciones;Falta de Oportunidades;Promedio;Tecnico;Sucursal 1;Semi Senior;59;8;27731;49;6,5455;4,99;123
9/12/2024;UI/UX Designer;Operaciones;Despido;Alto;Doctorado;Remoto;Senior;48;1;44579;38;6,4100;2,71;104
10/12/2024;Tester;Desarrollo;Renuncia;Alto;Otros;Sucursal 1;Director;64;5;84753;39;6,2950;4,56;66
11/12/2024;UI/UX Designer;Operaciones;Condiciones Laborales;Alto;Tecnico;Remoto;Junior;54;7;59268;36;1,5654;2,65;129
12/12/2024;Gerente de Proyecto;Consultoria;Jubilacion;Bajo;Tecnico;Oficina Principal;Lider;65;4;89786;39;8,1367;1,52;125
13/12/2024;Gerente de Proyecto;Marketing;Condiciones Laborales;Promedio;Master;Remoto;Director;35;3;54408;41;8,7803;2,22;132
14/12/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Promedio;Doctorado;Remoto;Senior;65;8;75144;44;1,2032;2,47;89
15/12/2024;UI/UX Designer;Consultoria;Cambio de Sector;Promedio;Master;Remoto;Lider;38;5;43445;44;2,7067;4,53;174
16/12/2024;Product Owner;Ventas;Condiciones Laborales;Bajo;Tecnico;Sucursal 1;Semi Senior;53;8;79158;37;6,4803;1,32;198
17/12/2024;Gerente de Proyecto;Marketing;Cambio de Sector;Promedio;Doctorado;Sucursal 1;Director;48;2;56881;40;7,1118;4,29;167
18/12/2024;Desarrollador;Operaciones;Renuncia;Promedio;Tecnico;Sucursal 1;Director;46;3;84255;43;5,4351;3,41;193
19/12/2024;UI/UX Designer;Desarrollo;Cambio de Sector;Promedio;Master;Remoto;Senior;60;6;34795;38;4,5308;2,57;24
20/12/2024;UI/UX Designer;Desarrollo;Renuncia;Alto;Master;Sucursal 1;Director;64;3;71457;46;1,1378;2,37;161
21/12/2024;Analista de Datos;Soporte;Renuncia;Promedio;Otros;Remoto;Lider;60;4;73577;46;3,3096;1,46;167
22/12/2024;Desarrollador;Ventas;Cambio de Sector;Bajo;Licenciatura;Remoto;Lider;28;4;82396;35;3,8622;2,47;196
23/12/2024;Gerente de Proyecto;Soporte;Jubilacion;Bajo;Master;Remoto;Director;65;2;59006;35;1,4261;2,31;197
24/12/2024;Analista de Datos;Consultoria;Falta de Oportunidades;Bajo;Doctorado;Sucursal 1;Lider;53;8;66950;39;7,3909;1,24;162
25/12/2024;UI/UX Designer;Soporte;Renuncia;Promedio;Master;Oficina Principal;Director;26;9;75846;35;8,1362;3,33;18
26/12/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Promedio;Otros;Sucursal 1;Junior;31;4;100866;46;7,6435;3,81;61
27/12/2024;Tester;Marketing;Renuncia;Bajo;Otros;Oficina Principal;Junior;27;9;88732;45;3,5474;1,37;69
28/12/2024;Product Owner;Recursos Humanos;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Director;49;2;109990;49;3,2965;1,53;78
29/12/2024;Analista de Datos;Marketing;Cambio de Sector;Promedio;Doctorado;Oficina Principal;Lider;41;7;53776;46;3,8326;4,29;161
30/12/2024;Analista de Datos;Soporte;Falta de Oportunidades;Bajo;Tecnico;Remoto;Senior;26;8;28015;45;8,4837;2,98;193
31/12/2024;UI/UX Designer;Desarrollo;Jubilacion;Alto;Otros;Oficina Principal;Junior;65;9;43281;40;6,3961;3,73;86
1/1/2024;Product Owner;Operaciones;Jubilacion;Alto;Tecnico;Oficina Principal;Semi Senior;65;6;59062;44;6,0378;1,36;142
2/1/2024;Analista de Datos;Soporte;Renuncia;Promedio;Doctorado;Sucursal 1;Lider;30;6;72674;45;2,3916;4,49;70
3/1/2024;Tester;Soporte;Despido;Bajo;Master;Sucursal 1;Semi Senior;41;9;101868;48;8,0558;2,48;129
4/1/2024;Ingeniero de Software;Operaciones;Jubilacion;Promedio;Otros;Sucursal 1;Director;65;8;73215;44;8,6825;3,63;144
5/1/2024;UI/UX Designer;Operaciones;Renuncia;Promedio;Otros;Oficina Principal;Semi Senior;54;9;62161;44;4,1220;4,63;25
6/1/2024;UI/UX Designer;Desarrollo;Cambio de Sector;Promedio;Doctorado;Oficina Principal;Junior;36;5;38055;35;1,0861;2,89;174
7/1/2024;Product Owner;Operaciones;Falta de Oportunidades;Alto;Otros;Sucursal 1;Director;44;9;38578;35;8,3468;1,77;72
8/1/2024;Analista de Datos;Marketing;Renuncia;Alto;Licenciatura;Oficina Principal;Director;63;4;95642;49;8,0137;4,05;191
9/1/2024;Product Owner;Desarrollo;Renuncia;Alto;Doctorado;Sucursal 1;Junior;31;9;79488;39;4,7347;4,08;144
10/1/2024;Ingeniero de Software;Marketing;Cambio de Sector;Alto;Tecnico;Remoto;Semi Senior;50;2;62014;41;4,1263;1,03;135
11/1/2024;Desarrollador;Operaciones;Despido;Promedio;Licenciatura;Remoto;Senior;36;6;72352;41;1,0691;1,47;143
12/1/2024;Ingeniero de Software;Operaciones;Despido;Promedio;Tecnico;Remoto;Senior;39;7;110275;42;4,3306;1,74;11
13/1/2024;Desarrollador;Consultoria;Cambio de Sector;Bajo;Tecnico;Oficina Principal;Junior;29;4;51802;46;4,8327;4,91;27
14/1/2024;Product Owner;Operaciones;Cambio de Sector;Alto;Otros;Sucursal 1;Lider;60;5;75341;35;5,4042;2,35;56
15/1/2024;Desarrollador;Operaciones;Condiciones Laborales;Alto;Doctorado;Remoto;Director;31;1;33182;45;9,8759;2,97;68
16/1/2024;Desarrollador;Marketing;Renuncia;Alto;Tecnico;Sucursal 1;Director;28;8;49579;39;9,2222;4,81;26
17/1/2024;Ingeniero de Software;Operaciones;Condiciones Laborales;Alto;Master;Sucursal 1;Senior;25;9;40003;49;3,2518;4,40;87
