Fecha,Tipo de Consulta,Segmento de Cliente,Canal de Comunicacion,Empleado Responsable,Ubicacion,Estado del Ticket,Nivel de Satisfaccion,Numero de Consultas,Tiempo de Resolucion (minutos),Numero de Seguimientos,Numero de Tickets Abiertos,Numero de Tickets Cerrados,Porcentaje de Resolucion al Primer Contacto,Numero de Escalaciones
4/7/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0004,Sucursal A,Pendiente,Neutral,2,24,4,8,8,63.59,1
5/7/2024,Consulta de Garantia,Empresa,Formulario Web,EMP0008,Sucursal B,En Progreso,Insatisfecho,9,100,4,3,6,77.71,1
6/7/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0005,Sucursal B,Cerrado,Muy Insatisfecho,19,60,4,0,4,83.88,0
7/7/2024,Informacion de Promociones,Mayorista,Formulario Web,EMP0019,Sucursal B,En Progreso,Muy Insatisfecho,15,21,0,4,4,89.03,0
8/7/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0018,Sucursal B,Abierto,Muy Insatisfecho,8,64,3,9,6,46.68,2
9/7/2024,Consulta de Facturacion,Individual,Telefono,EMP0016,Sucursal B,Pendiente,Insatisfecho,19,43,1,8,0,95.96,0
10/7/2024,Reclamacion de Envio,Distribuidor,Chat en Linea,EMP0004,Sucursal A,Cerrado,Muy Insatisfecho,9,90,0,6,0,43.94,1
11/7/2024,Soporte Tecnico,Mayorista,Formulario Web,EMP0007,Oficina en Linea,Cerrado,Muy Insatisfecho,5,9,1,2,2,80.43,1
12/7/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0008,Sucursal B,En Progreso,Neutral,8,69,1,7,8,87.50,1
13/7/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0015,Sucursal A,En Progreso,Muy Insatisfecho,1,99,1,1,7,98.27,1
14/7/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0009,Sucursal A,Cerrado,Insatisfecho,17,22,0,3,2,50.86,0
15/7/2024,Consulta de Garantia,Mayorista,Telefono,EMP0007,Sucursal B,Abierto,Muy Insatisfecho,15,73,3,6,7,42.95,0
16/7/2024,Consulta de Garantia,Individual,Chat en Linea,EMP0009,Sucursal B,Abierto,Satisfecho,15,66,3,3,3,72.95,2
17/7/2024,Consulta de Facturacion,Distribuidor,Chat en Linea,EMP0020,Oficina Principal,Abierto,Neutral,9,93,2,8,6,44.95,0
18/7/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0001,Oficina Principal,En Progreso,Muy Satisfecho,7,75,4,2,1,85.61,1
19/7/2024,Problema de Producto,Mayorista,Telefono,EMP0007,Oficina en Linea,En Progreso,Satisfecho,14,18,4,0,4,89.20,1
20/7/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0002,Sucursal B,Cerrado,Muy Satisfecho,1,11,3,9,4,68.30,0
21/7/2024,Reclamacion de Envio,Individual,Chat en Linea,EMP0015,Oficina en Linea,Pendiente,Insatisfecho,19,98,4,1,4,53.85,2
22/7/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0010,Oficina Principal,En Progreso,Muy Satisfecho,9,21,3,8,8,94.13,2
23/7/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0009,Oficina en Linea,En Progreso,Muy Satisfecho,19,17,1,4,8,51.87,0
24/7/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0016,Sucursal A,Pendiente,Muy Insatisfecho,13,28,2,4,1,96.97,0
25/7/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0006,Sucursal B,Pendiente,Neutral,5,104,4,4,9,69.27,0
26/7/2024,Reclamacion de Envio,Mayorista,Correo Electronico,EMP0012,Sucursal B,En Progreso,Muy Satisfecho,14,67,1,9,8,93.63,1
27/7/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0008,Oficina en Linea,Abierto,Insatisfecho,18,16,4,0,0,47.10,0
28/7/2024,Problema de Producto,Distribuidor,Correo Electronico,EMP0009,Oficina Principal,Cerrado,Insatisfecho,5,22,2,2,4,45.90,0
29/7/2024,Soporte Tecnico,Empresa,Redes Sociales,EMP0007,Oficina en Linea,Cerrado,Insatisfecho,5,27,0,2,9,84.77,2
30/7/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0014,Sucursal A,En Progreso,Muy Insatisfecho,4,26,2,1,0,65.49,2
31/7/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0011,Oficina en Linea,En Progreso,Satisfecho,5,29,1,6,2,50.93,1
1/8/2024,Problema de Producto,Distribuidor,Telefono,EMP0012,Sucursal A,Abierto,Muy Insatisfecho,2,48,2,4,9,72.23,2
2/8/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0019,Sucursal A,Abierto,Muy Insatisfecho,14,29,1,0,5,89.85,2
3/8/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0010,Oficina Principal,En Progreso,Muy Satisfecho,15,104,2,0,9,57.75,0
4/8/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0019,Oficina en Linea,Abierto,Neutral,6,25,4,3,8,75.41,2
5/8/2024,Soporte Tecnico,Empresa,Formulario Web,EMP0013,Oficina en Linea,En Progreso,Insatisfecho,2,116,2,7,3,92.07,2
6/8/2024,Informacion de Promociones,Distribuidor,Telefono,EMP0003,Oficina en Linea,Cerrado,Neutral,9,114,2,8,1,83.91,2
7/8/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0016,Sucursal A,Abierto,Satisfecho,11,33,3,2,4,46.32,2
8/8/2024,Problema de Producto,Individual,Correo Electronico,EMP0005,Sucursal A,Abierto,Neutral,5,64,2,7,0,77.23,2
9/8/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0008,Oficina en Linea,Cerrado,Neutral,11,12,4,7,9,54.92,2
10/8/2024,Soporte Tecnico,Empresa,Chat en Linea,EMP0001,Sucursal A,Cerrado,Satisfecho,3,117,1,6,6,76.05,2
11/8/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0014,Oficina en Linea,Abierto,Satisfecho,14,9,0,0,1,51.54,2
12/8/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0020,Oficina en Linea,Abierto,Insatisfecho,9,70,0,6,7,89.82,1
13/8/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0005,Oficina en Linea,En Progreso,Insatisfecho,19,56,0,3,8,73.87,0
14/8/2024,Problema de Producto,Empresa,Chat en Linea,EMP0016,Sucursal A,Abierto,Satisfecho,17,27,0,0,1,46.11,2
15/8/2024,Consulta de Garantia,Empresa,Redes Sociales,EMP0001,Sucursal B,En Progreso,Satisfecho,17,6,1,7,1,82.31,0
16/8/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0003,Oficina en Linea,Cerrado,Muy Insatisfecho,14,90,1,2,9,83.36,2
17/8/2024,Informacion de Promociones,Mayorista,Formulario Web,EMP0003,Oficina en Linea,Cerrado,Insatisfecho,14,89,0,9,8,67.65,1
18/8/2024,Problema de Producto,Empresa,Redes Sociales,EMP0011,Oficina Principal,En Progreso,Insatisfecho,10,112,2,3,7,49.67,2
19/8/2024,Reclamacion de Envio,Individual,Formulario Web,EMP0011,Sucursal A,Pendiente,Muy Insatisfecho,7,53,2,0,6,73.61,1
20/8/2024,Soporte Tecnico,Individual,Formulario Web,EMP0020,Sucursal B,Pendiente,Muy Insatisfecho,13,85,3,7,0,65.05,2
21/8/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0005,Sucursal B,Cerrado,Insatisfecho,3,44,1,7,8,99.79,2
22/8/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0012,Sucursal B,Abierto,Muy Insatisfecho,6,65,3,6,3,87.27,0
23/8/2024,Consulta de Facturacion,Empresa,Correo Electronico,EMP0006,Sucursal A,Cerrado,Insatisfecho,10,35,4,2,5,83.82,2
24/8/2024,Informacion de Promociones,Individual,Correo Electronico,EMP0016,Sucursal A,Pendiente,Muy Satisfecho,5,93,1,1,1,40.56,2
25/8/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0006,Oficina en Linea,Abierto,Insatisfecho,6,11,0,3,4,96.53,1
26/8/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0009,Oficina en Linea,Cerrado,Muy Insatisfecho,8,29,0,1,0,44.37,0
27/8/2024,Consulta de Facturacion,Empresa,Telefono,EMP0010,Oficina en Linea,Cerrado,Satisfecho,5,86,3,0,4,67.13,2
28/8/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0014,Sucursal B,Pendiente,Neutral,10,100,1,8,7,91.63,0
29/8/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0015,Sucursal B,Abierto,Neutral,1,62,2,4,4,83.12,0
30/8/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0007,Oficina en Linea,Abierto,Neutral,13,65,1,2,6,97.58,2
31/8/2024,Problema de Producto,Individual,Correo Electronico,EMP0020,Oficina en Linea,Pendiente,Neutral,5,76,3,2,7,96.04,2
1/9/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0005,Sucursal B,Pendiente,Satisfecho,19,115,3,8,0,63.30,2
2/9/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0007,Oficina en Linea,En Progreso,Neutral,16,18,0,0,7,72.84,2
3/9/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0008,Sucursal B,En Progreso,Muy Satisfecho,18,116,0,0,0,94.75,2
4/9/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0014,Sucursal A,Abierto,Muy Insatisfecho,19,10,4,2,7,59.87,0
5/9/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0015,Sucursal B,Pendiente,Insatisfecho,10,27,3,4,9,79.52,1
6/9/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0017,Sucursal B,Pendiente,Satisfecho,2,83,4,0,1,60.67,0
7/9/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0020,Oficina en Linea,Abierto,Neutral,9,90,4,4,3,44.29,2
8/9/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0016,Sucursal A,En Progreso,Neutral,19,40,0,4,0,79.93,0
9/9/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0009,Oficina en Linea,Abierto,Neutral,12,71,2,5,0,45.14,1
10/9/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0011,Oficina Principal,Cerrado,Muy Insatisfecho,12,49,0,7,3,85.26,0
11/9/2024,Reclamacion de Envio,Individual,Chat en Linea,EMP0004,Oficina Principal,Pendiente,Satisfecho,3,48,1,0,3,40.63,2
12/9/2024,Informacion de Promociones,Empresa,Telefono,EMP0002,Sucursal A,Pendiente,Muy Satisfecho,13,13,2,8,3,84.96,2
13/9/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0002,Oficina en Linea,Cerrado,Insatisfecho,4,73,3,8,7,47.28,2
14/9/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0015,Oficina en Linea,Pendiente,Muy Satisfecho,1,16,2,0,3,66.24,1
15/9/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0008,Sucursal B,Pendiente,Muy Satisfecho,1,97,3,5,4,82.06,2
16/9/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0016,Sucursal A,Pendiente,Neutral,4,69,3,9,9,46.21,2
17/9/2024,Soporte Tecnico,Distribuidor,Chat en Linea,EMP0008,Sucursal A,En Progreso,Satisfecho,2,101,4,5,1,58.86,2
18/9/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0005,Sucursal A,Cerrado,Neutral,8,60,1,7,9,78.01,2
19/9/2024,Consulta de Facturacion,Empresa,Formulario Web,EMP0011,Oficina en Linea,Pendiente,Insatisfecho,16,25,0,7,9,76.04,0
20/9/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0005,Sucursal B,Pendiente,Satisfecho,10,66,4,1,8,70.66,2
21/9/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0008,Sucursal A,Pendiente,Muy Satisfecho,9,25,4,8,6,63.87,0
22/9/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0016,Sucursal A,Cerrado,Neutral,7,95,1,9,0,90.39,1
23/9/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0006,Sucursal B,Pendiente,Muy Satisfecho,8,6,0,0,3,76.57,0
24/9/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0006,Sucursal B,Pendiente,Insatisfecho,17,12,4,4,6,45.57,0
25/9/2024,Problema de Producto,Empresa,Telefono,EMP0007,Oficina Principal,Pendiente,Muy Insatisfecho,11,16,2,9,8,86.31,0
26/9/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0018,Oficina en Linea,En Progreso,Insatisfecho,11,26,0,1,3,69.17,0
27/9/2024,Consulta de Garantia,Empresa,Redes Sociales,EMP0003,Oficina Principal,Cerrado,Satisfecho,15,53,1,9,6,88.61,0
28/9/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0014,Sucursal B,En Progreso,Muy Insatisfecho,7,13,2,0,7,72.97,0
29/9/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0017,Sucursal A,Cerrado,Muy Satisfecho,3,48,2,6,7,44.95,1
30/9/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0010,Oficina Principal,Abierto,Muy Insatisfecho,16,42,4,8,2,96.03,2
1/10/2024,Problema de Producto,Empresa,Correo Electronico,EMP0016,Sucursal B,Cerrado,Neutral,16,97,1,1,4,41.83,1
2/10/2024,Consulta de Garantia,Empresa,Telefono,EMP0020,Oficina Principal,En Progreso,Muy Satisfecho,14,7,1,7,6,82.11,0
3/10/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0019,Oficina Principal,Cerrado,Muy Insatisfecho,18,90,4,4,5,95.83,0
4/10/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0012,Oficina en Linea,Pendiente,Insatisfecho,10,72,0,5,7,58.68,0
5/10/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0014,Sucursal B,En Progreso,Muy Insatisfecho,4,97,3,9,1,93.12,1
6/10/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0011,Sucursal A,En Progreso,Satisfecho,14,109,4,6,7,47.91,0
7/10/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0001,Oficina Principal,En Progreso,Muy Satisfecho,5,81,2,3,9,96.44,1
8/10/2024,Consulta de Garantia,Individual,Formulario Web,EMP0010,Oficina Principal,Cerrado,Muy Insatisfecho,6,92,3,2,8,74.95,0
9/10/2024,Problema de Producto,Individual,Telefono,EMP0011,Sucursal B,Abierto,Muy Satisfecho,4,6,0,1,2,72.48,0
10/10/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0004,Sucursal B,Pendiente,Insatisfecho,11,7,0,0,4,64.16,1
11/10/2024,Reclamacion de Envio,Distribuidor,Chat en Linea,EMP0018,Sucursal A,Cerrado,Satisfecho,12,19,0,3,7,73.88,1
12/10/2024,Informacion de Promociones,Mayorista,Chat en Linea,EMP0011,Oficina Principal,Abierto,Muy Satisfecho,11,92,3,5,4,69.45,1
13/10/2024,Consulta de Facturacion,Empresa,Formulario Web,EMP0008,Sucursal A,Pendiente,Satisfecho,7,54,4,2,1,67.60,1
14/10/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0007,Sucursal B,En Progreso,Insatisfecho,11,30,1,2,9,63.83,0
15/10/2024,Consulta de Facturacion,Empresa,Chat en Linea,EMP0017,Sucursal B,Abierto,Muy Satisfecho,7,12,4,9,3,48.49,0
16/10/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0006,Sucursal A,En Progreso,Insatisfecho,2,108,4,7,9,93.86,2
17/10/2024,Solicitud de Devolucion,Distribuidor,Chat en Linea,EMP0010,Oficina en Linea,En Progreso,Insatisfecho,1,57,3,4,8,49.83,0
18/10/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0012,Sucursal B,En Progreso,Satisfecho,9,115,2,1,8,55.85,0
19/10/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0002,Sucursal B,Cerrado,Insatisfecho,14,9,3,9,9,65.75,0
20/10/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0013,Oficina Principal,Pendiente,Insatisfecho,4,76,2,8,7,66.09,0
21/10/2024,Soporte Tecnico,Individual,Formulario Web,EMP0013,Oficina en Linea,Pendiente,Muy Insatisfecho,10,50,3,0,5,65.02,0
22/10/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0005,Oficina Principal,Pendiente,Muy Satisfecho,19,43,2,5,4,57.56,2
23/10/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0006,Sucursal B,Pendiente,Insatisfecho,19,114,1,4,4,52.55,1
24/10/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0016,Oficina Principal,Pendiente,Neutral,3,36,1,2,0,43.81,0
25/10/2024,Consulta de Garantia,Empresa,Telefono,EMP0018,Oficina en Linea,Cerrado,Neutral,8,99,0,0,6,93.14,0
26/10/2024,Problema de Producto,Empresa,Chat en Linea,EMP0017,Sucursal A,Cerrado,Muy Insatisfecho,15,64,0,0,4,78.46,1
27/10/2024,Consulta de Facturacion,Individual,Correo Electronico,EMP0020,Sucursal A,Abierto,Insatisfecho,6,76,2,4,2,43.17,1
28/10/2024,Solicitud de Devolucion,Distribuidor,Redes Sociales,EMP0015,Sucursal A,Pendiente,Muy Insatisfecho,9,21,4,6,4,63.17,2
29/10/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0015,Sucursal B,Cerrado,Neutral,4,27,0,7,0,92.54,2
30/10/2024,Consulta de Facturacion,Individual,Telefono,EMP0015,Oficina en Linea,En Progreso,Muy Satisfecho,18,107,3,2,3,81.16,2
31/10/2024,Soporte Tecnico,Individual,Redes Sociales,EMP0004,Oficina Principal,Pendiente,Insatisfecho,16,118,1,6,9,86.86,1
1/11/2024,Consulta de Facturacion,Distribuidor,Chat en Linea,EMP0009,Oficina en Linea,En Progreso,Muy Insatisfecho,4,81,0,7,1,57.00,0
2/11/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0012,Oficina en Linea,Cerrado,Muy Satisfecho,2,61,0,2,3,70.92,1
3/11/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0014,Oficina Principal,Abierto,Muy Insatisfecho,16,48,0,9,3,76.36,0
4/11/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0001,Oficina en Linea,Abierto,Muy Satisfecho,6,83,3,7,7,67.33,1
5/11/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0010,Oficina en Linea,Cerrado,Muy Satisfecho,17,49,3,4,6,81.93,1
6/11/2024,Soporte Tecnico,Individual,Telefono,EMP0015,Sucursal A,En Progreso,Muy Insatisfecho,3,96,0,4,0,51.93,1
7/11/2024,Problema de Producto,Mayorista,Redes Sociales,EMP0011,Oficina Principal,En Progreso,Neutral,13,52,4,7,2,48.29,1
8/11/2024,Problema de Producto,Mayorista,Formulario Web,EMP0001,Oficina Principal,Cerrado,Muy Insatisfecho,2,98,4,5,7,42.24,0
9/11/2024,Problema de Producto,Individual,Correo Electronico,EMP0008,Sucursal A,En Progreso,Satisfecho,4,19,3,5,2,55.95,0
10/11/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0009,Oficina en Linea,Pendiente,Insatisfecho,9,42,3,5,5,40.04,0
11/11/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0003,Oficina en Linea,Pendiente,Neutral,17,12,1,9,9,90.40,0
12/11/2024,Reclamacion de Envio,Individual,Telefono,EMP0001,Oficina Principal,En Progreso,Neutral,13,50,4,0,9,74.39,2
13/11/2024,Problema de Producto,Empresa,Telefono,EMP0010,Sucursal A,Cerrado,Muy Insatisfecho,7,83,0,0,1,46.08,2
14/11/2024,Soporte Tecnico,Mayorista,Chat en Linea,EMP0006,Sucursal A,Abierto,Insatisfecho,14,106,2,2,1,71.83,1
15/11/2024,Consulta de Facturacion,Individual,Formulario Web,EMP0019,Sucursal B,Abierto,Satisfecho,1,43,1,1,2,62.22,0
16/11/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0004,Sucursal A,Abierto,Muy Insatisfecho,9,55,1,8,2,55.90,0
17/11/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0019,Oficina en Linea,Cerrado,Insatisfecho,13,38,0,1,7,96.80,1
18/11/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0007,Oficina Principal,Cerrado,Muy Insatisfecho,9,40,0,3,1,60.62,1
19/11/2024,Solicitud de Devolucion,Distribuidor,Redes Sociales,EMP0012,Oficina Principal,Pendiente,Insatisfecho,3,24,3,6,1,42.40,1
20/11/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0005,Sucursal A,En Progreso,Neutral,18,112,4,9,7,40.72,0
21/11/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0019,Oficina en Linea,Abierto,Muy Insatisfecho,13,17,3,6,4,94.29,0
22/11/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0019,Oficina en Linea,En Progreso,Satisfecho,16,48,4,5,8,65.16,0
23/11/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0020,Sucursal B,En Progreso,Insatisfecho,15,49,4,4,6,93.52,2
24/11/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0007,Sucursal A,Cerrado,Satisfecho,19,51,2,5,6,66.53,1
25/11/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0014,Oficina en Linea,Cerrado,Satisfecho,10,25,1,2,6,96.91,0
26/11/2024,Informacion de Promociones,Mayorista,Correo Electronico,EMP0009,Sucursal A,En Progreso,Muy Insatisfecho,9,115,2,6,4,68.57,1
27/11/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0005,Oficina en Linea,Abierto,Insatisfecho,12,27,0,5,7,53.57,2
28/11/2024,Problema de Producto,Individual,Chat en Linea,EMP0018,Sucursal B,Pendiente,Muy Satisfecho,8,50,2,3,7,69.76,1
29/11/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0009,Sucursal B,Cerrado,Satisfecho,10,7,2,1,2,98.52,0
30/11/2024,Reclamacion de Envio,Individual,Chat en Linea,EMP0005,Sucursal A,Abierto,Insatisfecho,2,90,1,0,9,68.93,1
1/12/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0016,Oficina en Linea,Cerrado,Neutral,15,97,2,8,7,76.58,0
2/12/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0009,Sucursal B,Pendiente,Satisfecho,16,44,1,7,4,51.42,2
3/12/2024,Soporte Tecnico,Empresa,Telefono,EMP0020,Oficina Principal,Pendiente,Satisfecho,10,98,1,3,2,59.06,2
4/12/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0011,Sucursal A,Pendiente,Satisfecho,13,68,1,9,8,77.38,0
5/12/2024,Informacion de Promociones,Individual,Formulario Web,EMP0014,Oficina Principal,En Progreso,Neutral,11,92,1,0,3,57.93,2
6/12/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0003,Oficina en Linea,En Progreso,Neutral,16,93,2,3,5,64.99,1
7/12/2024,Soporte Tecnico,Empresa,Formulario Web,EMP0020,Sucursal B,Pendiente,Muy Insatisfecho,14,80,3,4,9,96.05,2
8/12/2024,Soporte Tecnico,Empresa,Redes Sociales,EMP0007,Oficina Principal,Pendiente,Muy Satisfecho,8,54,3,0,2,83.90,2
9/12/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0011,Oficina en Linea,En Progreso,Muy Insatisfecho,19,24,0,8,2,78.01,2
10/12/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0017,Sucursal B,Pendiente,Muy Satisfecho,2,101,1,6,4,42.39,2
11/12/2024,Problema de Producto,Empresa,Redes Sociales,EMP0018,Sucursal A,En Progreso,Satisfecho,4,43,3,6,2,59.07,0
12/12/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0019,Sucursal B,Pendiente,Insatisfecho,18,26,0,0,0,44.67,2
13/12/2024,Reclamacion de Envio,Individual,Chat en Linea,EMP0017,Sucursal A,Pendiente,Satisfecho,16,50,2,8,1,67.06,0
14/12/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0009,Sucursal B,Pendiente,Neutral,7,87,0,9,5,60.99,0
15/12/2024,Soporte Tecnico,Individual,Telefono,EMP0014,Sucursal B,En Progreso,Muy Satisfecho,10,36,3,7,1,85.32,0
16/12/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0011,Oficina Principal,Pendiente,Satisfecho,6,119,0,5,9,64.81,1
17/12/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0015,Oficina Principal,En Progreso,Muy Satisfecho,1,30,0,3,7,72.87,1
18/12/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0004,Sucursal A,Abierto,Muy Insatisfecho,18,48,0,5,5,54.58,0
19/12/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0019,Sucursal A,Abierto,Neutral,14,75,3,3,5,99.92,1
20/12/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0009,Oficina Principal,En Progreso,Neutral,10,12,1,1,5,45.04,2
21/12/2024,Consulta de Garantia,Individual,Formulario Web,EMP0002,Sucursal A,Pendiente,Insatisfecho,13,65,2,8,4,51.21,1
22/12/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0008,Sucursal A,Cerrado,Satisfecho,6,15,1,9,1,78.46,2
23/12/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0007,Oficina en Linea,Cerrado,Neutral,10,63,4,1,5,51.66,1
24/12/2024,Informacion de Promociones,Distribuidor,Correo Electronico,EMP0018,Oficina Principal,Pendiente,Insatisfecho,2,108,1,6,7,98.52,0
25/12/2024,Consulta de Garantia,Distribuidor,Telefono,EMP0019,Sucursal B,Cerrado,Neutral,1,20,2,2,9,78.43,0
26/12/2024,Informacion de Promociones,Individual,Correo Electronico,EMP0018,Sucursal A,En Progreso,Muy Insatisfecho,6,77,0,3,6,66.69,1
27/12/2024,Informacion de Promociones,Mayorista,Correo Electronico,EMP0015,Sucursal A,En Progreso,Satisfecho,19,109,1,2,2,97.87,2
28/12/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0011,Sucursal B,Pendiente,Satisfecho,17,72,3,2,5,49.69,2
29/12/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0012,Sucursal A,Cerrado,Muy Satisfecho,1,79,4,5,7,84.96,0
30/12/2024,Problema de Producto,Distribuidor,Telefono,EMP0003,Oficina en Linea,Abierto,Insatisfecho,15,14,0,5,6,60.13,2
31/12/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0004,Oficina Principal,Pendiente,Muy Insatisfecho,14,63,0,1,0,58.02,0
